node_id,node_type,label,density
frag_01512,fragment,frag_01512,
frag_01523,fragment,frag_01523,
frag_01527,fragment,frag_01527,
frag_01535,fragment,frag_01535,
frag_01537,fragment,frag_01537,
frag_01541,fragment,frag_01541,
frag_01542,fragment,frag_01542,
frag_01543,fragment,frag_01543,
frag_01544,fragment,frag_01544,
frag_01545,fragment,frag_01545,
frag_01548,fragment,frag_01548,
frag_01551,fragment,frag_01551,
frag_01552,fragment,frag_01552,
frag_01554,fragment,frag_01554,
frag_01555,fragment,frag_01555,
frag_01557,fragment,frag_01557,
frag_01559,fragment,frag_01559,
frag_01560,fragment,frag_01560,
frag_01561,fragment,frag_01561,
frag_01565,fragment,frag_01565,
frag_01566,fragment,frag_01566,
frag_01567,fragment,frag_01567,
frag_01568,fragment,frag_01568,
frag_01582,fragment,frag_01582,
frag_01586,fragment,frag_01586,
frag_01587,fragment,frag_01587,
frag_01590,fragment,frag_01590,
frag_01595,fragment,frag_01595,
frag_01596,fragment,frag_01596,
frag_01601,fragment,frag_01601,
frag_01607,fragment,frag_01607,
frag_01610,fragment,frag_01610,
frag_01611,fragment,frag_01611,
frag_01612,fragment,frag_01612,
frag_01615,fragment,frag_01615,
frag_01616,fragment,frag_01616,
frag_01617,fragment,frag_01617,
frag_01618,fragment,frag_01618,
frag_01620,fragment,frag_01620,
frag_01622,fragment,frag_01622,
frag_01625,fragment,frag_01625,
frag_01634,fragment,frag_01634,
frag_01636,fragment,frag_01636,
frag_01638,fragment,frag_01638,
frag_01642,fragment,frag_01642,
frag_01643,fragment,frag_01643,
frag_01645,fragment,frag_01645,
frag_01646,fragment,frag_01646,
frag_01647,fragment,frag_01647,
frag_01648,fragment,frag_01648,
frag_01650,fragment,frag_01650,
frag_01654,fragment,frag_01654,
frag_01655,fragment,frag_01655,
frag_01656,fragment,frag_01656,
frag_01671,fragment,frag_01671,
frag_01681,fragment,frag_01681,
frag_01682,fragment,frag_01682,
frag_01683,fragment,frag_01683,
frag_01684,fragment,frag_01684,
frag_01687,fragment,frag_01687,
frag_01690,fragment,frag_01690,
frag_01703,fragment,frag_01703,
frag_01705,fragment,frag_01705,
frag_01706,fragment,frag_01706,
frag_01711,fragment,frag_01711,
frag_01719,fragment,frag_01719,
frag_01720,fragment,frag_01720,
frag_01722,fragment,frag_01722,
frag_01723,fragment,frag_01723,
frag_01724,fragment,frag_01724,
frag_01725,fragment,frag_01725,
frag_01726,fragment,frag_01726,
frag_01727,fragment,frag_01727,
frag_01728,fragment,frag_01728,
frag_01729,fragment,frag_01729,
frag_01730,fragment,frag_01730,
frag_01731,fragment,frag_01731,
frag_01732,fragment,frag_01732,
frag_01734,fragment,frag_01734,
frag_01737,fragment,frag_01737,
frag_01739,fragment,frag_01739,
frag_01740,fragment,frag_01740,
frag_01741,fragment,frag_01741,
frag_01742,fragment,frag_01742,
frag_01743,fragment,frag_01743,
frag_01744,fragment,frag_01744,
frag_01745,fragment,frag_01745,
frag_01746,fragment,frag_01746,
frag_01747,fragment,frag_01747,
frag_01752,fragment,frag_01752,
frag_01754,fragment,frag_01754,
frag_01755,fragment,frag_01755,
frag_01756,fragment,frag_01756,
frag_01757,fragment,frag_01757,
frag_01759,fragment,frag_01759,
frag_01769,fragment,frag_01769,
frag_01770,fragment,frag_01770,
frag_01771,fragment,frag_01771,
frag_01774,fragment,frag_01774,
frag_01775,fragment,frag_01775,
frag_01778,fragment,frag_01778,
frag_01779,fragment,frag_01779,
frag_01782,fragment,frag_01782,
frag_01783,fragment,frag_01783,
frag_01792,fragment,frag_01792,
frag_01796,fragment,frag_01796,
frag_01802,fragment,frag_01802,
frag_01807,fragment,frag_01807,
frag_01808,fragment,frag_01808,
frag_01816,fragment,frag_01816,
frag_01819,fragment,frag_01819,
frag_01821,fragment,frag_01821,
frag_01823,fragment,frag_01823,
frag_01825,fragment,frag_01825,
frag_01831,fragment,frag_01831,
frag_01832,fragment,frag_01832,
frag_01834,fragment,frag_01834,
frag_01836,fragment,frag_01836,
frag_01839,fragment,frag_01839,
frag_01842,fragment,frag_01842,
frag_01844,fragment,frag_01844,
frag_01846,fragment,frag_01846,
frag_01847,fragment,frag_01847,
frag_01848,fragment,frag_01848,
frag_01849,fragment,frag_01849,
frag_01857,fragment,frag_01857,
frag_01863,fragment,frag_01863,
frag_01864,fragment,frag_01864,
frag_01865,fragment,frag_01865,
frag_01867,fragment,frag_01867,
frag_01868,fragment,frag_01868,
frag_01869,fragment,frag_01869,
frag_01871,fragment,frag_01871,
frag_01880,fragment,frag_01880,
frag_01881,fragment,frag_01881,
frag_01882,fragment,frag_01882,
frag_01883,fragment,frag_01883,
frag_01884,fragment,frag_01884,
frag_01885,fragment,frag_01885,
frag_01891,fragment,frag_01891,
frag_01893,fragment,frag_01893,
frag_01894,fragment,frag_01894,
frag_01897,fragment,frag_01897,
frag_01901,fragment,frag_01901,
frag_01907,fragment,frag_01907,
frag_01908,fragment,frag_01908,
frag_01909,fragment,frag_01909,
frag_01912,fragment,frag_01912,
frag_01914,fragment,frag_01914,
frag_01917,fragment,frag_01917,
frag_01918,fragment,frag_01918,
frag_01919,fragment,frag_01919,
frag_01922,fragment,frag_01922,
frag_01924,fragment,frag_01924,
frag_01926,fragment,frag_01926,
frag_01932,fragment,frag_01932,
frag_01933,fragment,frag_01933,
frag_01934,fragment,frag_01934,
frag_01935,fragment,frag_01935,
frag_01936,fragment,frag_01936,
frag_01937,fragment,frag_01937,
frag_01938,fragment,frag_01938,
frag_01939,fragment,frag_01939,
frag_01940,fragment,frag_01940,
frag_01942,fragment,frag_01942,
frag_01951,fragment,frag_01951,
frag_01952,fragment,frag_01952,
frag_01953,fragment,frag_01953,
frag_01954,fragment,frag_01954,
frag_01956,fragment,frag_01956,
frag_01957,fragment,frag_01957,
frag_01958,fragment,frag_01958,
frag_01959,fragment,frag_01959,
frag_01960,fragment,frag_01960,
frag_01961,fragment,frag_01961,
frag_01962,fragment,frag_01962,
frag_01963,fragment,frag_01963,
frag_01964,fragment,frag_01964,
frag_01965,fragment,frag_01965,
frag_01966,fragment,frag_01966,
frag_01967,fragment,frag_01967,
frag_01973,fragment,frag_01973,
frag_01974,fragment,frag_01974,
frag_01975,fragment,frag_01975,
frag_01977,fragment,frag_01977,
frag_01980,fragment,frag_01980,
frag_01982,fragment,frag_01982,
frag_01987,fragment,frag_01987,
frag_01988,fragment,frag_01988,
frag_01990,fragment,frag_01990,
frag_01992,fragment,frag_01992,
frag_01995,fragment,frag_01995,
frag_01996,fragment,frag_01996,
frag_01997,fragment,frag_01997,
frag_02013,fragment,frag_02013,
frag_02015,fragment,frag_02015,
frag_02017,fragment,frag_02017,
frag_02026,fragment,frag_02026,
frag_02027,fragment,frag_02027,
frag_02032,fragment,frag_02032,
frag_02033,fragment,frag_02033,
frag_02035,fragment,frag_02035,
frag_02041,fragment,frag_02041,
frag_02048,fragment,frag_02048,
frag_02049,fragment,frag_02049,
frag_02050,fragment,frag_02050,
frag_02051,fragment,frag_02051,
frag_02052,fragment,frag_02052,
frag_02053,fragment,frag_02053,
frag_02056,fragment,frag_02056,
frag_02058,fragment,frag_02058,
frag_02060,fragment,frag_02060,
frag_02062,fragment,frag_02062,
frag_02063,fragment,frag_02063,
frag_02065,fragment,frag_02065,
frag_02073,fragment,frag_02073,
frag_02075,fragment,frag_02075,
frag_02076,fragment,frag_02076,
frag_02077,fragment,frag_02077,
frag_02082,fragment,frag_02082,
frag_02083,fragment,frag_02083,
frag_02084,fragment,frag_02084,
frag_02085,fragment,frag_02085,
frag_02095,fragment,frag_02095,
frag_02096,fragment,frag_02096,
frag_02098,fragment,frag_02098,
frag_02099,fragment,frag_02099,
frag_02100,fragment,frag_02100,
frag_02103,fragment,frag_02103,
frag_02104,fragment,frag_02104,
frag_02105,fragment,frag_02105,
frag_02106,fragment,frag_02106,
frag_02109,fragment,frag_02109,
frag_02110,fragment,frag_02110,
frag_02111,fragment,frag_02111,
frag_02114,fragment,frag_02114,
frag_02121,fragment,frag_02121,
frag_02123,fragment,frag_02123,
frag_02127,fragment,frag_02127,
frag_02131,fragment,frag_02131,
frag_02134,fragment,frag_02134,
frag_02136,fragment,frag_02136,
frag_02141,fragment,frag_02141,
frag_02142,fragment,frag_02142,
frag_02143,fragment,frag_02143,
frag_02144,fragment,frag_02144,
frag_02145,fragment,frag_02145,
frag_02147,fragment,frag_02147,
frag_02153,fragment,frag_02153,
frag_02155,fragment,frag_02155,
frag_02157,fragment,frag_02157,
frag_02159,fragment,frag_02159,
frag_02165,fragment,frag_02165,
frag_02166,fragment,frag_02166,
frag_02169,fragment,frag_02169,
frag_02170,fragment,frag_02170,
frag_02171,fragment,frag_02171,
frag_02172,fragment,frag_02172,
frag_02173,fragment,frag_02173,
frag_02174,fragment,frag_02174,
frag_02175,fragment,frag_02175,
frag_02176,fragment,frag_02176,
frag_02180,fragment,frag_02180,
frag_02182,fragment,frag_02182,
frag_02183,fragment,frag_02183,
frag_02194,fragment,frag_02194,
frag_02195,fragment,frag_02195,
frag_02202,fragment,frag_02202,
frag_02213,fragment,frag_02213,
frag_02214,fragment,frag_02214,
frag_02217,fragment,frag_02217,
frag_02220,fragment,frag_02220,
frag_02222,fragment,frag_02222,
